0.00000,511.40590
0.00400,553.45540
0.00800,604.26803
0.01200,646.59071
0.01600,680.91639
0.02000,708.42158
0.02400,731.18464
0.02800,750.14640
0.03200,766.57059
0.03600,781.08158
0.04000,793.76336
0.04400,805.24755
0.04800,815.44862
0.05200,824.89462
0.05600,833.66760
0.06000,841.69761
0.06400,849.29962
0.06800,856.31860
0.07200,862.83191
0.07600,868.94875
0.08000,874.78967
0.08400,880.38560
0.08800,885.68117
0.09200,890.70257
0.09600,895.58806
0.10000,900.21801
0.10400,904.71515
0.10800,909.14773
0.11200,913.26141
0.11600,917.22369
0.12000,921.13286
0.12400,924.83103
0.12800,928.51158
0.13200,932.01555
0.13600,935.22163
0.14000,938.42417
0.14400,941.46030
0.14800,944.30011
0.15200,946.51356
0.15600,948.71315
0.16000,950.30051
0.16400,951.11936
0.16691,956.92114
0.17091,959.27273
0.17491,961.56127
0.17891,963.79055
0.18291,965.96403
0.18691,968.08492
0.19091,970.15615
0.19491,972.18044
0.19891,974.16030
0.20291,976.09804
0.20691,977.99580
0.21091,979.85557
0.21491,981.67919
0.21891,983.46837
0.22291,985.22468
0.22691,986.94962
0.23091,988.64455
0.23491,990.31075
0.23891,991.94943
0.24291,993.56170
0.24691,995.14860
0.25091,996.71112
0.25491,998.25018
0.25891,999.76665
0.26291,1001.26132
0.26691,1002.73498
0.27091,1004.18833
0.27491,1005.62206
0.27891,1007.03680
0.28291,1008.43317
0.28691,1009.81174
0.29091,1011.17305
0.29491,1012.51762
0.29891,1013.84594
0.30291,1015.15847
0.30691,1016.45565
0.31091,1017.73792
0.31491,1019.00567
0.31891,1020.25928
0.32291,1021.49912
0.32691,1022.72555
0.33091,1023.93889
0.33491,1025.13947
0.33891,1026.32760
0.34291,1027.50358
0.34691,1028.66768
0.35091,1029.82017
0.35491,1030.96133
0.35891,1032.09141
0.36291,1033.21064
0.36691,1034.31926
0.37091,1035.41749
0.37491,1036.50556
0.37891,1037.58367
0.38291,1038.65203
0.38691,1039.71084
0.39091,1040.76027
0.39491,1041.80052
0.39891,1042.83177
0.40291,1043.85418
0.40691,1044.86793
0.41091,1045.87317
0.41491,1046.87007
0.41891,1047.85876
0.42291,1048.83941
0.42691,1049.81216
0.43091,1050.77714
0.43491,1051.73449
0.43891,1052.68435
0.44291,1053.62683
0.44691,1054.56207
0.45091,1055.49019
0.45491,1056.41130
0.45891,1057.32552
0.46291,1058.23297
0.46691,1059.13374
0.47091,1060.02795
0.47491,1060.91571
0.47891,1061.79710
0.48291,1062.67224
0.48691,1063.54122
0.49091,1064.40412
0.49491,1065.26105
0.49891,1066.11210
0.50291,1066.95735
0.50691,1067.79688
0.51091,1068.63078
0.51491,1069.45914
0.51891,1070.28202
0.52291,1071.09952
0.52691,1071.91170
0.53091,1072.71865
0.53491,1073.52042
0.53891,1074.31711
0.54291,1075.10877
0.54691,1075.89547
0.55091,1076.67728
0.55491,1077.45427
0.55891,1078.22651
0.56291,1078.99404
0.56691,1079.75694
0.57091,1080.51527
0.57491,1081.26909
0.57891,1082.01844
0.58291,1082.76340
0.58691,1083.50402
0.59091,1084.24034
0.59491,1084.97243
0.59891,1085.70034
0.60291,1086.42412
0.60691,1087.14381
0.61091,1087.85948
0.61491,1088.57116
0.61891,1089.27891
0.62291,1089.98277
0.62691,1090.68280
0.63091,1091.37902
0.63491,1092.07150
0.63891,1092.76027
0.64291,1093.44537
0.64691,1094.12685
0.65091,1094.80475
0.65491,1095.47911
0.65891,1096.14997
0.66291,1096.81736
0.66691,1097.48134
0.67091,1098.14193
0.67491,1098.79917
0.67891,1099.45310
0.68291,1100.10376
0.68691,1100.75118
0.69091,1101.39539
0.69491,1102.03644
0.69891,1102.67434
0.70291,1103.30915
0.70691,1103.94088
0.71091,1104.56957
0.71491,1105.19526
0.71891,1105.81797
0.72291,1106.43774
0.72691,1107.05459
0.73091,1107.66856
0.73491,1108.27967
0.73891,1108.88795
0.74291,1109.49343
0.74691,1110.09615
0.75091,1110.69611
0.75491,1111.29336
0.75891,1111.88792
0.76291,1112.47982
0.76691,1113.06908
0.77091,1113.65572
0.77491,1114.23978
0.77891,1114.82127
0.78291,1115.40023
0.78691,1115.97667
0.79091,1116.55062
0.79491,1117.12210
0.79891,1117.69113
0.80291,1118.25775
0.80691,1118.82196
0.81091,1119.38379
0.81491,1119.94327
0.81891,1120.50042
0.82291,1121.05525
0.82691,1121.60778
0.83091,1122.15805
0.83491,1122.70606
0.83891,1123.25184
0.84291,1123.79540
0.84691,1124.33677
0.85091,1124.87597
0.85491,1125.41301
0.85891,1125.94792
0.86291,1126.48071
0.86691,1127.01140
0.87091,1127.54000
0.87491,1128.06654
0.87891,1128.59103
0.88291,1129.11350
0.88691,1129.63395
0.89091,1130.15240
0.89491,1130.66888
0.89891,1131.18339
0.90291,1131.69595
0.90691,1132.20659
0.91091,1132.71530
0.91491,1133.22212
0.91891,1133.72705
0.92291,1134.23012
0.92691,1134.73133
0.93091,1135.23070
0.93491,1135.72824
0.93891,1136.22398
0.94291,1136.71792
0.94691,1137.21007
0.95091,1137.70046
0.95491,1138.18909
0.95891,1138.67599
0.96291,1139.16115
0.96691,1139.64460
0.97091,1140.12635
0.97491,1140.60641
0.97891,1141.08480
0.98291,1141.56152
0.98691,1142.03660
0.99091,1142.51003
0.99491,1142.98184
0.99891,1143.45204
