"File Number","u","v","x_c","y_c","u_c","v_c","exx","eyy","exy","e1","e2","gamma"
156,0.731194760173,-13.710177281,-0.397287790974,3.33721747765,0.116197884059,2.17875446417,-0.0626356157068,0.177117131459,-0.00199408846432,0.177141252619,-0.06265973646,-1.44145302436
157,0.758938948695,-13.9810129435,-0.397287790974,3.33721747765,0.120606877769,2.22179431335,-0.0644744202877,0.182636836209,-0.00372233251722,0.18270139444,-0.0645389784223,-1.55557032885
158,0.787662619391,-14.2066657299,-0.397287790974,3.33721747765,0.125171500688,2.25765393331,-0.0649194084347,0.187676967528,-0.00260436786378,0.187716101702,-0.0649585423705,-1.45947172703
159,0.820992363951,-14.4002314714,-0.397287790974,3.33721747765,0.130468087295,2.28841450123,-0.0662580727814,0.188114239237,-0.00104827913147,0.188142718413,-0.0662865515273,-0.357880070423
160,0.862107932186,-14.6036946101,-0.397287790974,3.33721747765,0.137001972789,2.32074784468,-0.0654540904439,0.189090743661,-0.00105014966007,0.18912195911,-0.0654853056782,-0.317707239817
161,0.922741429479,-14.8381008634,-0.412348374043,3.33098551183,0.146637563417,2.3579985254,-0.0648330857405,0.192423816405,-0.00269329033543,0.192489971522,-0.0648992410283,-0.820788666314
162,0.971062607534,-15.080513382,-0.402926714574,3.33824273694,0.154316502761,2.39652157291,-0.0653966510488,0.197473409003,-0.00415910892207,0.197587504695,-0.0655107473173,-1.06812418276
163,1.03818285001,-15.2813059076,-0.407606954505,3.3320578956,0.164982949807,2.42843051545,-0.0664831317187,0.200630635797,-0.00307799651816,0.200758671315,-0.0666111673337,-0.538467625519
164,1.09779060235,-15.4667843905,-0.408638870948,3.33824939387,0.174455518943,2.45790583592,-0.0661704220216,0.201851220487,-0.0032429115709,0.202025460249,-0.0663446610818,-0.293046856855
165,1.17164443116,-15.6509173178,-0.402926714574,3.33619221872,0.186192024235,2.4871673584,-0.063868128268,0.205631649783,-0.00291310568864,0.205840711728,-0.0640771901896,-0.0796184524413
166,1.25590914333,-15.8728421013,-0.407606954505,3.3320578956,0.199582954409,2.52243457831,-0.0628245510161,0.211498186573,-0.00369020032308,0.211760325382,-0.0630866890991,-0.189631685034
167,1.33081501529,-16.1182740075,-0.408638870948,3.3361855606,0.211486643785,2.56143742568,-0.064257998092,0.213351873995,-0.00586884521313,0.213640013105,-0.0645461373225,-0.875370898804
168,1.40734938058,-16.3126243616,-0.408638870948,3.33824939387,0.223649073344,2.59232266538,-0.0647974212158,0.213367859652,-0.00486168110431,0.213599251366,-0.0650288129298,-0.797408132584
169,1.472260519,-16.4753958917,-0.402926714574,3.33721747706,0.233964442438,2.61818948715,-0.0659903414788,0.21620186327,-0.00443926742207,0.216410053449,-0.0661985325717,-0.824567931698
170,1.53132865979,-16.6660948961,-0.397287790974,3.33721747765,0.243351276295,2.64849439034,-0.0673251942708,0.222272118315,-0.00435406879693,0.222442500675,-0.0674955769418,-0.870423653951
171,1.57914996376,-16.8846758207,-0.397287790974,3.33721747765,0.250950808517,2.68323021974,-0.0692536699801,0.228835595819,-0.00591220865205,0.229037366616,-0.0694554414218,-1.06725924519
172,1.60588205396,-17.0987599141,-0.397287790974,3.33721747765,0.255198961172,2.71725143378,-0.0717680482194,0.229646490552,-0.00472508056518,0.229762623039,-0.0718841800132,-1.13187593986
173,1.6229397219,-17.2781957602,-0.397287790974,3.33721747765,0.257909634461,2.74576647618,-0.073852965656,0.22902529467,-0.0019831435229,0.22906694332,-0.0738946140195,-0.798462499411
174,1.63060401571,-17.4487898533,-0.397287790974,3.33721747765,0.259127643341,2.77287651789,-0.0748811589602,0.232062965154,0.000752609527878,0.232104630424,-0.0749228247083,0.380801324661
175,1.63823851232,-17.6252302354,-0.402926714574,3.3341417005,0.260340871734,2.80091555349,-0.0744820890407,0.238305430547,0.000507813641771,0.238349786209,-0.0745264447024,0.33337090323
176,1.63522073168,-17.8327910594,-0.397287790974,3.33721747765,0.259861285297,2.83390009862,-0.0735131718505,0.243708852965,-0.00329007386646,0.243782016043,-0.0735863346893,-0.935674947806
