Count,Filename_0,Time,Dev2/ai0,Dev2/ai1,Channel 0,Channel 1
1788,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0288_0.tif,0.0596,-0.0109399,0.0505979,-0.0109399,0.0505979
1789,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0289_0.tif,0.0596333,0.00484731,0.0580082,0.00484731,0.0580082
1790,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0290_0.tif,0.0596667,0.0174126,0.054142,0.0174126,0.054142
1791,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0291_0.tif,0.0597,-0.000629872,0.0357773,-0.000629872,0.0357773
1792,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0292_0.tif,0.0597333,-0.0202833,0.0428654,-0.0202833,0.0428654
1793,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0293_0.tif,0.0597667,-0.00965111,0.0451207,-0.00965111,0.0451207
1794,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0294_0.tif,0.0598,0.000658877,0.0554307,0.000658877,0.0554307
1795,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0295_0.tif,0.0598333,0.0119354,0.0444763,0.0119354,0.0444763
1796,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0296_0.tif,0.0598667,0.00323637,0.0354551,0.00323637,0.0354551
1797,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0297_0.tif,0.0599,-0.0135174,0.0467316,-0.0135174,0.0467316
1798,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0298_0.tif,0.0599333,-0.0154505,0.0667073,-0.0154505,0.0667073
1799,D:/2019---zhaoyang/gebo/2_/100/1\1mps-1-0299_0.tif,0.0599667,0.000981064,0.0638076,0.000981064,0.0638076
